"id","pred"
7583,0.477780374390161
7584,0.731818354750853
7585,0.391359844840577
7586,0.19161477322488
7587,0.344992481781537
7588,0.713963218949268
7589,0.435670548195265
7590,0.563083966334098
7591,0.258148768710671
7592,0.540978192606243
7593,0.548945731585201
7594,0.250903517236213
7595,0.375133710911685
7596,0.269431159465128
7597,0.7840828226976
7598,0.300807413548913
7599,0.729434463933406
7600,0.347386204220142
7601,0.075934414261824
7602,0.713982689374159
7603,0.154771643304827
7604,0.648888660504257
7605,0.398933268697785
7606,0.678341004432269
7607,0.482189937964139
7608,0.73931345262935
7609,0.642083568854495
7610,0.320474803486139
7611,0.517998094794293
7612,0.254365826196631
7613,0.684955211754799
7614,0.540790607698393
7615,0.542493943339959
7616,0.675472361201909
7617,0.360384374026506
7618,0.51728307721571
7619,0.5315084687399
7620,0.385234969581901
7621,0.530185992666397
7622,0.242878280085991
7623,0.273501347826538
7624,0.217355563017989
7625,0.272249978025138
7626,0.268569069218732
7627,0.222841249790592
7628,0.626620450268867
7629,0.701929263464062
7630,0.361603735640802
7631,0.575082249081779
7632,0.641893781401154
7633,0.291131788190759
7634,0.189914753452187
7635,0.370157187546292
7636,0.201353609832005
7637,0.494806691558446
7638,0.433189014141015
7639,0.528594683858092
7640,0.349370934835283
7641,0.239507695666939
7642,0.426951307505402
7643,0.606949697820315
7644,0.706208414371471
7645,0.375317784765608
7646,0.724688419134539
7647,0.898246977020684
7648,0.30816456986919
7649,0.586834928657335
7650,0.195699516977858
7651,0.684825698663426
7652,0.842231190611145
7653,0.345107188583022
7654,0.703229683837572
7655,0.726330827382083
7656,0.758794568058667
7657,0.377479802948651
7658,0.414800065700057
7659,0.242480939755328
7660,0.491553205744657
7661,0.504418222419881
7662,0.629086431656103
7663,0.856848621648935
7664,0.644610583907981
7665,0.249030633443764
7666,0.270277281738337
7667,0.155985415412617
7668,0.314523433436399
7669,0.452649532925697
7670,0.333073819090933
7671,0.234319141696568
7672,0.43119141942177
7673,0.220448765105032
7674,0.548435833786491
7675,0.761471567912885
7676,0.509571616623066
7677,0.171411952834278
7678,0.317679056216262
7679,0.179586980618249
7680,0.549260390671522
7681,0.668252482048248
7682,0.887437134791435
7683,0.666047846122178
7684,0.325938495325054
7685,0.391157664659949
7686,0.934993512447227
7687,0.242042970069817
7688,0.182494535274115
7689,0.497082496666767
7690,0.406461430919863
7691,0.647989853115843
7692,0.53712529729357
7693,0.271782799224851
7694,0.226538533670243
7695,0.35061655893227
7696,0.716760151775232
7697,0.323049715126337
7698,0.58703579524674
7699,0.665541098685039
7700,0.774631788929685
7701,0.559934525161563
7702,0.413359665304602
7703,0.192666147654368
7704,0.839870319356297
7705,0.368099468579248
7706,0.546400798961447
7707,0.432492168222821
7708,0.765333386769316
7709,0.306533343711866
7710,0.409754743722464
7711,0.253707945548793
7712,0.575411054496329
7713,0.27493762662987
7714,0.571286536498906
7715,0.613222220137632
7716,0.282640626345761
7717,0.622292976271627
7718,0.226761768242798
7719,0.262122427643882
7720,0.557481665483262
7721,0.166224912816839
7722,0.137504967066954
7723,0.51003005605826
7724,0.446777278694882
7725,0.564063017740984
7726,0.716514359836037
7727,0.660649629108653
7728,0.435509237340339
7729,0.478264701457759
7730,0.754205083807978
7731,0.625087004795524
7732,0.432296734552118
7733,0.464239432354019
7734,0.254986295163184
7735,0.403370699058841
7736,0.764397641346828
7737,0.324460044765299
7738,0.455976726025639
7739,0.384787918912718
7740,0.606390257027992
7741,0.175250383318135
7742,0.81492086843069
7743,0.278365213295515
7744,0.805095860136915
7745,0.7920884406728
7746,0.534689810472079
7747,0.687410211982319
7748,0.149710451420201
7749,0.202167185724991
7750,0.202149273557465
7751,0.719311638909284
7752,0.646906346101314
7753,0.517090633559387
7754,0.392375504425796
7755,0.655670710357596
7756,0.417738163312281
7757,0.47462547615078
7758,0.84184653687042
7759,0.349784177746383
7760,0.889094562085131
7761,0.118918447637082
7762,0.393030802904435
7763,0.700315198956834
7764,0.572699880496631
